TITLE = "title"
VARIABLES = "X","rhoN2","rhoO2","rhoNO","rhoN","rhoO","u","T","Tv","P","M","YN2","YO2","YNO","YN","YO"
ZONE I=200, DATAPACKING=POINT
0.003750	0.000242	0.000075	-0.000000	0.000000	0.000000	3498.753788	354.223166	350.000000	32.335885	9.300097	0.764300	0.235700	-0.000000	0.000000	0.000000
0.011250	0.000250	0.000077	-0.000000	0.000000	0.000000	3497.492193	358.496927	350.000000	33.734571	9.241163	0.764300	0.235700	-0.000000	0.000000	0.000000
0.018750	0.000257	0.000079	-0.000000	0.000000	0.000000	3496.215334	362.820826	350.000001	35.193279	9.182578	0.764300	0.235700	-0.000000	0.000000	0.000000
0.026250	0.000265	0.000082	0.000000	0.000000	0.000000	3494.923359	367.194310	350.000001	36.714173	9.124357	0.764300	0.235700	0.000000	0.000000	0.000000
0.033750	0.000273	0.000084	0.000000	0.000000	0.000000	3493.616442	371.616728	350.000002	38.299440	9.066511	0.764300	0.235700	0.000000	0.000000	0.000000
0.041250	0.000282	0.000087	0.000000	0.000000	0.000000	3492.294790	376.087326	350.000003	39.951283	9.009053	0.764300	0.235700	0.000000	0.000000	0.000000
0.048750	0.000290	0.000090	0.000000	0.000000	0.000000	3490.958642	380.605237	350.000004	41.671909	8.951996	0.764300	0.235700	0.000000	0.000000	0.000000
0.056250	0.000299	0.000092	0.000000	0.000000	0.000000	3489.608272	385.169480	350.000005	43.463526	8.895356	0.764300	0.235700	0.000000	0.000000	0.000000
0.063750	0.000309	0.000095	-0.000000	0.000000	0.000000	3488.243991	389.778949	350.000007	45.328328	8.839145	0.764300	0.235700	-0.000000	0.000000	0.000000
0.071250	0.000318	0.000098	-0.000000	0.000000	0.000000	3486.866148	394.432410	350.000009	47.268485	8.783378	0.764300	0.235700	-0.000000	0.000000	0.000000
0.078750	0.000328	0.000101	-0.000000	0.000000	0.000000	3485.475134	399.128490	350.000012	49.286131	8.728070	0.764300	0.235700	-0.000000	0.000000	0.000000
0.086250	0.000338	0.000104	-0.000000	0.000000	0.000000	3484.071382	403.865676	350.000015	51.383349	8.673236	0.764300	0.235700	-0.000000	0.000000	0.000000
0.093750	0.000348	0.000107	-0.000000	0.000000	0.000000	3482.655368	408.642305	350.000019	53.562157	8.618891	0.764300	0.235700	-0.000000	0.000000	0.000000
0.101250	0.000358	0.000110	0.000000	0.000000	0.000000	3481.227619	413.456557	350.000023	55.824489	8.565053	0.764300	0.235700	0.000000	0.000000	0.000000
0.108750	0.000369	0.000114	-0.000000	0.000000	0.000000	3479.788707	418.306449	350.000029	58.172177	8.511736	0.764300	0.235700	-0.000000	0.000000	0.000000
0.116250	0.000380	0.000117	-0.000000	0.000000	0.000000	3478.339258	423.189830	350.000035	60.606934	8.458959	0.764300	0.235700	-0.000000	0.000000	0.000000
0.123750	0.000391	0.000121	0.000000	0.000000	0.000000	3476.879951	428.104372	350.000043	63.130328	8.406737	0.764300	0.235700	0.000000	0.000000	0.000000
0.131250	0.000403	0.000124	0.000000	0.000000	0.000000	3475.411517	433.047565	350.000052	65.743761	8.355088	0.764300	0.235700	0.000000	0.000000	0.000000
0.138750	0.000415	0.000128	0.000000	0.000000	0.000000	3473.934749	438.016711	350.000062	68.448446	8.304030	0.764300	0.235700	0.000000	0.000000	0.000000
0.146250	0.000427	0.000132	0.000000	-0.000000	0.000000	3472.450495	443.008917	350.000074	71.245378	8.253581	0.764300	0.235700	0.000000	-0.000000	0.000000
0.153750	0.000439	0.000135	0.000000	-0.000000	0.000000	3470.959665	448.021093	350.000088	74.135309	8.203759	0.764300	0.235700	0.000000	-0.000000	0.000000
0.161250	0.000452	0.000139	0.000000	-0.000000	0.000000	3469.463232	453.049941	350.000103	77.118716	8.154584	0.764300	0.235700	0.000000	-0.000000	0.000000
0.168750	0.000464	0.000143	0.000000	-0.000000	0.000000	3467.962232	458.091957	350.000121	80.195774	8.106075	0.764300	0.235700	0.000000	-0.000000	0.000000
0.176250	0.000478	0.000147	0.000000	-0.000000	0.000000	3466.457768	463.143423	350.000142	83.366320	8.058250	0.764300	0.235700	0.000000	-0.000000	0.000000
0.183750	0.000491	0.000151	0.000000	-0.000000	0.000000	3464.951007	468.200403	350.000165	86.629827	8.011130	0.764300	0.235700	0.000000	-0.000000	0.000000
0.191250	0.000504	0.000156	0.000000	-0.000000	0.000000	3463.443184	473.258745	350.000191	89.985364	7.964735	0.764300	0.235700	0.000000	-0.000000	0.000000
0.198750	0.000518	0.000160	0.000000	-0.000000	0.000000	3461.935604	478.314075	350.000220	93.431568	7.919085	0.764300	0.235700	0.000000	-0.000000	0.000000
0.206250	0.000532	0.000164	0.000000	0.000000	0.000000	3460.429636	483.361797	350.000253	96.966605	7.874200	0.764300	0.235700	0.000000	0.000000	0.000000
0.213750	0.000546	0.000169	0.000000	0.000000	0.000000	3458.926723	488.397094	350.000290	100.588143	7.830102	0.764300	0.235700	0.000000	0.000000	0.000000
