VARIABLES = "X","yO2v","yN2v","Yv","P","u","T","n_tilde","delta_u","rho_mix","Mach","dp"
0.002500	0.235700	0.764300	0.940000	103992.972456	827.330632	301.274406	17904917854.555801	-1.675205	1.274534	2.490078	0.000020
0.007500	0.235700	0.764300	0.940000	105690.351180	825.720920	302.555354	17904917854.555801	-3.322849	1.289851	2.480147	0.000020
0.012500	0.235700	0.764300	0.940000	107417.545904	824.099228	303.842770	17904917854.555801	-4.917641	1.305374	2.470206	0.000020
0.017500	0.235700	0.764300	0.940000	109174.962410	822.465574	305.136578	17904917854.555801	-6.437314	1.321104	2.460258	0.000020
0.022500	0.235700	0.764300	0.940000	110963.001737	820.819981	306.436691	17904917854.555801	-7.863689	1.337042	2.450302	0.000020
0.027500	0.235700	0.764300	0.940000	112782.059326	819.162481	307.743020	17904917854.555801	-9.183263	1.353191	2.440339	0.000020
0.032500	0.235700	0.764300	0.940000	114632.524130	817.493114	309.055468	17904917854.555801	-10.387353	1.369550	2.430370	0.000020
0.037500	0.235700	0.764300	0.940000	116514.777653	815.811928	310.373931	17904917854.555801	-11.471826	1.386123	2.420397	0.000020
0.042500	0.235700	0.764300	0.940000	118429.192939	814.118977	311.698300	17904917854.555801	-12.436564	1.402910	2.410419	0.000020
0.047500	0.235700	0.764300	0.940000	120376.133504	812.414328	313.028458	17904917854.555801	-13.284744	1.419912	2.400437	0.000020
0.052500	0.235700	0.764300	0.940000	122355.952198	810.698055	314.364281	17904917854.555801	-14.022065	1.437131	2.390453	0.000020
0.057500	0.235700	0.764300	0.940000	124368.990015	808.970243	315.705638	17904917854.555801	-14.655987	1.454567	2.380467	0.000020
0.062500	0.235700	0.764300	0.940000	126415.574824	807.230987	317.052390	17904917854.555801	-15.195064	1.472220	2.370480	0.000020
0.067500	0.235700	0.764300	0.940000	128496.020044	805.480392	318.404389	17904917854.555801	-15.648365	1.490093	2.360494	0.000020
0.072500	0.235700	0.764300	0.940000	130610.623239	803.718576	319.761481	17904917854.555801	-16.025033	1.508184	2.350509	0.000020
0.077500	0.235700	0.764300	0.940000	132759.664649	801.945667	321.123502	17904917854.555801	-16.333951	1.526496	2.340527	0.000020
0.082500	0.235700	0.764300	0.940000	134943.405640	800.161808	322.490280	17904917854.555801	-16.583506	1.545026	2.330548	0.000020
0.087500	0.235700	0.764300	0.940000	137162.087079	798.367152	323.861633	17904917854.555801	-16.781449	1.563777	2.320574	0.000020
0.092500	0.235700	0.764300	0.940000	139415.927641	796.561868	325.237371	17904917854.555801	-16.934815	1.582747	2.310606	0.000020
0.097500	0.235700	0.764300	0.940000	141705.122016	794.746136	326.617294	17904917854.555801	-17.049900	1.601937	2.300645	0.000020
0.102500	0.235700	0.764300	0.940000	144029.839059	792.920155	328.001192	17904917854.555801	-17.132264	1.621345	2.290693	0.000020
0.107500	0.235700	0.764300	0.940000	146390.219839	791.084136	329.388844	17904917854.555801	-17.186773	1.640971	2.280750	0.000020
0.112500	0.235700	0.764300	0.940000	148786.375613	789.238308	330.780021	17904917854.555801	-17.217646	1.660814	2.270819	0.000020
0.117500	0.235700	0.764300	0.940000	151218.385717	787.382913	332.174481	17904917854.555801	-17.228511	1.680873	2.260900	0.000020
0.122500	0.235700	0.764300	0.940000	153686.295364	785.518215	333.571971	17904917854.555801	-17.222471	1.701145	2.250996	0.000020
0.127500	0.235700	0.764300	0.940000	156190.113371	783.644494	334.972229	17904917854.555801	-17.202161	1.721630	2.241107	0.000020
0.132500	0.235700	0.764300	0.940000	158729.809786	781.762046	336.374979	17904917854.555801	-17.169809	1.742325	2.231236	0.000020
0.137500	0.235700	0.764300	0.940000	161305.313441	779.871191	337.779935	17904917854.555801	-17.127286	1.763229	2.221384	0.000020
0.142500	0.235700	0.764300	0.940000	163916.509415	777.972265	339.186795	17904917854.555801	-17.076159	1.784337	2.211552	0.000020
0.147500	0.235700	0.764300	0.940000	166563.236424	776.065628	340.595251	17904917854.555801	-17.017735	1.805647	2.201743	0.000020
0.152500	0.235700	0.764300	0.940000	169245.284118	774.151658	342.004975	17904917854.555801	-16.953096	1.827157	2.191959	0.000020
0.157500	0.235700	0.764300	0.940000	171962.390316	772.230758	343.415632	17904917854.555801	-16.883138	1.848862	2.182200	0.000020
0.162500	0.235700	0.764300	0.940000	174714.238150	770.303353	344.826869	17904917854.555801	-16.808596	1.870757	2.172470	0.000020
0.167500	0.235700	0.764300	0.940000	177500.453154	768.369893	346.238323	17904917854.555801	-16.730073	1.892840	2.162771	0.000020
0.172500	0.235700	0.764300	0.940000	180320.600278	766.430849	347.649614	17904917854.555801	-16.648059	1.915104	2.153103	0.000020
0.177500	0.235700	0.764300	0.940000	183174.180844	764.486722	349.060350	17904917854.555801	-16.562952	1.937545	2.143470	0.000020
0.182500	0.235700	0.764300	0.940000	186060.629451	762.538035	350.470123	17904917854.555801	-16.475072	1.960157	2.133874	0.000020
0.187500	0.235700	0.764300	0.940000	188979.310827	760.585340	351.878513	17904917854.555801	-16.384674	1.982933	2.124317	0.000020
0.192500	0.235700	0.764300	0.940000	191929.516650	758.629217	353.285081	17904917854.555801	-16.291959	2.005868	2.114802	0.000020
0.197500	0.235700	0.764300	0.940000	194910.462338	756.670273	354.689375	17904917854.555801	-16.197085	2.028954	2.105331	0.000020
0.202500	0.235700	0.764300	0.940000	197921.283815	754.709143	356.090928	17904917854.555801	-16.100172	2.052182	2.095906	0.000020
0.207500	0.235700	0.764300	0.940000	200961.034281	752.746496	357.489257	17904917854.555801	-16.001312	2.075547	2.086530	0.000020
0.212500	0.235700	0.764300	0.940000	204028.680977	750.783026	358.883864	17904917854.555801	-15.900569	2.099037	2.077206	0.000020
0.217500	0.235700	0.764300	0.940000	207123.101982	748.819463	360.274232	17904917854.555801	-15.797989	2.122645	2.067936	0.000020
0.222500	0.235700	0.764300	0.940000	210243.083038	746.856567	361.659831	17904917854.555801	-15.693601	2.146361	2.058724	0.000020
0.227500	0.235700	0.764300	0.940000	213387.314433	744.895129	363.040115	17904917854.555801	-15.587417	2.170174	2.049572	0.000020
0.232500	0.235700	0.764300	0.940000	216554.387959	742.935975	364.414519	17904917854.555801	-15.479441	2.194073	2.040483	0.000020
0.237500	0.235700	0.764300	0.940000	219742.793958	740.979965	365.782464	17904917854.555801	-15.369664	2.218047	2.031461	0.000020
0.242500	0.235700	0.764300	0.940000	222950.918486	739.027991	367.143354	17904917854.555805	-15.258070	2.242084	2.022509	0.000020
